#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_aachen_adj;Aachener;;;;;;;;;;;;;x
c_aalst_adj;Aalster;;;;;;;;;;;;;x
c_aargau_adj;Aargauer;aargauer;;;;;;;;;;;;x
c_hellas_adj_oghuz;Inebahtian;Inebahti;;;;;;;;;;;;x
c_hellas_adj_pecheneg;Inebahtian;Inebahti;;;;;;;;;;;;x
c_hellas_adj_sardinian;Lepantian;Lepanto;;;;;;;;;;;;x
c_hellas_adj_sicilian;Lepantian;Lepanto;;;;;;;;;;;;x
c_hellas_adj_southern_italian;Lepantian;Lepanto;;;;;;;;;;;;x
c_hellas_adj_turkish;Inebahtian;Inebahti;;;;;;;;;;;;x
c_hellas_adj_turkmen;Inebahtian;Inebahti;;;;;;;;;;;;x
c_hellas_adj_tuscan;Lepantian;Lepanto;;;;;;;;;;;;x
c_hellas_adj_venetian;Lepantian;Lepanto;;;;;;;;;;;;x
c_henneberg_adj;Henneberger;;;;;;;;;;;;;x
c_herakleia_adj_central_italian;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_corsican;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_dalmatian;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_frankish;Héracléan;Héraclée;;;;;;;;;;;;x
c_herakleia_adj_italian;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_ligurian;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_neapolitan;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_norman;Héracléan;Héraclée;;;;;;;;;;;;x
c_herakleia_adj_oghuz;Ereglian;Eregli;;;;;;;;;;;;x
c_herakleia_adj_sardinian;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_sicilian;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_southern_italian;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_turkish;Ereglian;Eregli;;;;;;;;;;;;x
c_herakleia_adj_turkmen;Ereglian;Eregli;;;;;;;;;;;;x
c_herakleia_adj_tuscan;Heraclean;Heraclea;;;;;;;;;;;;x
c_herakleia_adj_venetian;Heraclean;Heraclea;;;;;;;;;;;;x
c_hereford_adj;Herefordshirean;;;;;;;;;;;;;x
c_hereford_adj_breton;Ergyngian;;;;;;;;;;;;;x
c_hereford_adj_cornish;Ergyngian;;;;;;;;;;;;;x
c_hereford_adj_cumbric;Ergyngian;;;;;;;;;;;;;x
c_hereford_adj_irish;Ergyngian;;;;;;;;;;;;;x
c_hereford_adj_scottish;Ergyngian;;;;;;;;;;;;;x
c_hereford_adj_welsh;Ergyngian;;;;;;;;;;;;;x
c_hereti_adj;Heretian;;;;;;;;;;;;;x
c_herjedalen_adj;Herjárdœlir;;;;;;;;;;;;;x
c_hertford_adj;Herdfordish;;;;;;;;;;;;;x
c_hessen_adj;Hessen;;;;;;;;;;;;;x
c_hijaz_adj;Hijazi;;;;;;;;;;;;;x
c_hirschberg_adj;Hirschberger;;;;;;;;;;;;;x
c_hisar_adj;Hisari;;;;;;;;;;;;;x
c_hisn_kayf_adj;Hisnkayfi;;;;;;;;;;;;;x
c_hisn_kayf_adj_andalusian_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_armenian;Harsenkevian;;;;;;;;;;;;;x
c_hisn_kayf_adj_bedouin_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_egyptian_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_greek;Kiphan;Kiphas;;;;;;;;;;;;x
c_hisn_kayf_adj_kurdish;Heskîfan;Heskîf;;;;;;;;;;;;x
c_hisn_kayf_adj_levantine_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_maghreb_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_oghuz;Hasankeyfan;Hasankeyf;;;;;;;;;;;;x
c_hisn_kayf_adj_sicilian_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_turkish;Hasankeyfan;Hasankeyf;;;;;;;;;;;;x
c_hisn_kayf_adj_turkmen;Hasankeyfan;Hasankeyf;;;;;;;;;;;;x
c_hlynov_adj;Vicean;Vice;Vice;;Vice;;;;;;;;;x
c_hlynov_adj_avar;Nukhratan;Nukhrat;Nukhrat;;Nukhrat;;;;;;;;;x
c_hlynov_adj_bashkir;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_bohemian;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_bolghar;Nukhratan;Nukhrat;Nukhrat;;Nukhrat;;;;;;;;;x
c_hlynov_adj_bosnian;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_bulgarian;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_carantanian;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_croatian;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_cuman;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_karluk;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_khavar;Nukhratan;Nukhrat;Nukhrat;;Nukhrat;;;;;;;;;x
c_hlynov_adj_khazar;Nukhratan;Nukhrat;Nukhrat;;Nukhrat;;;;;;;;;x
c_hlynov_adj_khitan;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_kirghiz;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_mongol;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_slovieni;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_oghuz;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_pecheneg;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_polish;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_pommeranian;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_russian;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_serbian;Vyatkan;Vyatka;Vyatka;;Vyatka;;;;;;;;;x
c_hlynov_adj_turkish;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_turkmen;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hlynov_adj_uyghur;Noqratan;Noqrat;Noqrat;;Noqrat;;;;;;;;;x
c_hoggar_adj;Hoggarí;;;;;;;;;;;;;x
c_hohenlohe_adj;Hohenlohish;;;;;;;;;;;;;x
c_holland_adj;Hollander;;;;;;;;;;;;;x
c_holstein_adj;Rendsburger;;;;;;;;;;;;;x
c_homs_adj_frankish;La Chamellan;La Chamelle;;;;;;;;;;;;x
c_homs_adj_greek;Emesan;Emesa;;;;;;;;;;;;x
c_homs_adj_norman;La Chamellan;La Chamelle;;;;;;;;;;;;x
c_hont_adj;Hontian;;;;;;;;;;;;;x
c_hotmysl_adj;Hotmysl;;;;;;;;;;;;;x
c_hoya_adj;Hoyan;;;;;;;;;;;;;x
c_hradec_adj;Hradecian;;;;;;;;;;;;;x
c_huesca_adj;Oscense;;;;;;;;;;;;;x
c_hum_adj;Podrinjan;Podrinje;;;;;;;;;;;;x
c_hum_adj_crimean_gothic;Dreinosan;Dreinos;;;;;;;;;;;;x
c_hum_adj_greek;Dreinosan;Dreinos;;;;;;;;;;;;x
c_hum_adj_roman;Drinusan;Drinus;;;;;;;;;;;;x
c_huntingdon_adj;Huntingdonish;;;;;;;;;;;;;x
c_hunza_adj;Hunzan;;;;;;;;;;;;;x
c_hvar_adj;Hvarian;;;;;;;;;;;;;x
c_hy_many_adj;Hy Many;;;;;;;;;;;;;x
c_ialomita_adj;Ialomitan;Ialomita;Ialomita;;Ialomita;;;;;;;;;x
c_iasi_adj;Iasian;;;;;;;;;;;;;x
c_ibelin_adj;Orlando Bloom!!;;;;;;;;;;;;;x
c_ibelin_adj_greek;Iamnian;Iamnia;;;;;;;;;;;;x
c_idhaj_adj;Idhaji;;;;;;;;;;;;;x
c_idjil_adj;Idjílí;;;;;;;;;;;;;x
c_ifat_adj;Ifati;;;;;;;;;;;;;x
c_ifni_adj;Núlí;;;;;;;;;;;;;x
c_igharayn_adj;Igharayni;;;;;;;;;;;;;x
c_ikhmin_adj;Akhmímí;;;;;;;;;;;;;x
c_ikhmin_adj_greek;Panopolitan;Panopolis;;;;;;;;;;;;x
c_ikonion_adj_oghuz;Kóniyan;Kóniya;;;;;;;;;;;;x
c_ikonion_adj_turkish;Kóniyan;Kóniya;;;;;;;;;;;;x
c_ikonion_adj_turkmen;Kóniyan;Kóniya;;;;;;;;;;;;x
c_ile_adj;Ileach;;;;;;;;;;;;;x
c_inbhirnarann_adj;Inbhir Naranneach;;;;;;;;;;;;;x
c_inbhirnis_adj;Inbhir Niseach;;;;;;;;;;;;;x
c_infa_adj;Infí;;;;;;;;;;;;;x
c_innse_gall_adj;Sgitheanach;;;;;;;;;;;;;x
c_inowroclaw_adj;Inowroclavian;;;;;;;;;;;;;x
c_intarta_adj;Intartan;;;;;;;;;;;;;x
c_iskorosten_adj;Ovruchian;;;;;;;;;;;;;x
c_isle_of_man_adj;Manneach;;;;;;;;;;;;;x
c_istria_adj;Istrian;;;;;;;;;;;;;x
c_itfih_adj;Itfíhí;;;;;;;;;;;;;x
c_itfih_adj_greek;Aphroditoupolitan;Aphroditoupolis;;;;;;;;;;;;x
c_itil_adj;Itilan;;;;;;;;;;;;;x
c_itil_adj_afghan;Atilian;;;;;;;;;;;;;x
c_itil_adj_alan;Atelian;;;;;;;;;;;;;x
c_itil_adj_andalusian_arabic;Atilian;;;;;;;;;;;;;x
c_itil_adj_aragonese;Atelian;;;;;;;;;;;;;x
c_itil_adj_arberian;Atelian;;;;;;;;;;;;;x
c_itil_adj_armenian;Atelian;;;;;;;;;;;;;x
c_itil_adj_arpitan;Atelian;;;;;;;;;;;;;x
c_itil_adj_baloch;Atilian;;;;;;;;;;;;;x
c_itil_adj_bashkir;Idhelian;;;;;;;;;;;;;x
c_itil_adj_basque;Atelian;;;;;;;;;;;;;x
c_itil_adj_bavarian;Atelian;;;;;;;;;;;;;x
c_itil_adj_bedouin_arabic;Atilian;;;;;;;;;;;;;x
c_itil_adj_bohemian;Volhan;Volha;Volha;;Volha;;;;;;;;;x
c_itil_adj_bosnian;Vl'gan;;;;;;;;;;;;;x
c_itil_adj_bulgarian;Vl'gan;;;;;;;;;;;;;x
c_itil_adj_carantanian;Vl'gan;;;;;;;;;;;;;x
c_itil_adj_castillan;Atelian;;;;;;;;;;;;;x
c_itil_adj_central_italian;Atelian;;;;;;;;;;;;;x
c_itil_adj_corsican;Atelian;;;;;;;;;;;;;x
c_itil_adj_crimean_gothic;Atelian;;;;;;;;;;;;;x
c_itil_adj_croatian;Vl'gan;;;;;;;;;;;;;x
c_itil_adj_cuman;Edilian;;;;;;;;;;;;;x
c_itil_adj_dalmatian;Atelian;;;;;;;;;;;;;x
c_itil_adj_danish;Atelian;;;;;;;;;;;;;x
c_itil_adj_daylamite;Atilian;;;;;;;;;;;;;x
c_itil_adj_dutch;Atelian;;;;;;;;;;;;;x
c_itil_adj_egyptian_arabic;Atilian;;;;;;;;;;;;;x
c_itil_adj_english;Atelian;;;;;;;;;;;;;x
c_itil_adj_franconian;Atelian;;;;;;;;;;;;;x
c_itil_adj_frankish;Atelian;;;;;;;;;;;;;x
c_itil_adj_georgian;Atelian;;;;;;;;;;;;;x
c_itil_adj_german;Atelian;;;;;;;;;;;;;x
c_itil_adj_gothic;Atelian;;;;;;;;;;;;;x
c_itil_adj_greek;Atelian;;;;;;;;;;;;;x
c_itil_adj_hungarian;Eteli;;;;;;;;;;;;;x
c_itil_adj_italian;Atelian;;;;;;;;;;;;;x
c_itil_adj_khalaj;Atilian;;;;;;;;;;;;;x
c_itil_adj_khitan;Sari-Suian;;;;;;;;;;;;;x
c_itil_adj_khwarezmi;Atilian;;;;;;;;;;;;;x
c_itil_adj_kirghiz;Edilian;;;;;;;;;;;;;x
c_itil_adj_kurdish;Atilian;;;;;;;;;;;;;x
c_itil_adj_leonese;Atelian;;;;;;;;;;;;;x
c_itil_adj_levantine_arabic;Atilian;;;;;;;;;;;;;x
c_itil_adj_ligurian;Atelian;;;;;;;;;;;;;x
c_itil_adj_lithuanian;Atelian;;;;;;;;;;;;;x
c_itil_adj_low_frankish;Atelian;;;;;;;;;;;;;x
c_itil_adj_low_german;Atelian;;;;;;;;;;;;;x
c_itil_adj_low_saxon;Atelian;;;;;;;;;;;;;x
c_itil_adj_maghreb_arabic;Atilian;;;;;;;;;;;;;x
c_itil_adj_masmuda;Atilian;;;;;;;;;;;;;x
c_itil_adj_mongol;Ejilian;;;;;;;;;;;;;x
c_itil_adj_old_hungarian;Eteli;;;;;;;;;;;;;x
c_itil_adj_slovieni;Volhan;Volha;Volha;;Vl'gan;;;;;;;;;x
c_itil_adj_szekely;Eteli;;;;;;;;;;;;;x
c_itil_adj_neapolitan;Atelian;;;;;;;;;;;;;x
c_itil_adj_norman;Atelian;;;;;;;;;;;;;x
c_itil_adj_norwegian;Atelian;;;;;;;;;;;;;x
c_itil_adj_occitan;Atelian;;;;;;;;;;;;;x
c_itil_adj_oghuz;Idilian;;;;;;;;;;;;;x
c_itil_adj_pahlavi;Atilian;;;;;;;;;;;;;x
c_itil_adj_pecheneg;Idilian;;;;;;;;;;;;;x
c_itil_adj_persian;Atilian;;;;;;;;;;;;;x
c_itil_adj_polish;Vl'gan;;;;;;;;;;;;;x
c_itil_adj_pommeranian;Vl'gan;;;;;;;;;;;;;x
c_itil_adj_qufs;Atilian;;;;;;;;;;;;;x
c_itil_adj_romanian;Atelian;;;;;;;;;;;;;x
c_itil_adj_russian;Vl'gan;;;;;;;;;;;;;x
c_itil_adj_sanhaja;Atilian;;;;;;;;;;;;;x
c_itil_adj_sardinian;Atelian;;;;;;;;;;;;;x
c_itil_adj_serbian;Vl'gan;;;;;;;;;;;;;x
c_itil_adj_sicilian;Atelian;;;;;;;;;;;;;x
c_itil_adj_sicilian_arabic;Atilian;;;;;;;;;;;;;x
c_itil_adj_sogdian;Atilian;;;;;;;;;;;;;x
c_itil_adj_southern_italian;Atelian;;;;;;;;;;;;;x
c_itil_adj_swabian;Atelian;;;;;;;;;;;;;x
c_itil_adj_swedish;Atelian;;;;;;;;;;;;;x
c_itil_adj_szekely;Etilian;;;;;;;;;;;;;x
c_itil_adj_tagelmust;Atilian;;;;;;;;;;;;;x
c_itil_adj_tajik;Atilian;;;;;;;;;;;;;x
c_itil_adj_thuringian;Atelian;;;;;;;;;;;;;x
c_itil_adj_tuareg;Atilian;;;;;;;;;;;;;x
c_itil_adj_turkish;Idilian;;;;;;;;;;;;;x
c_itil_adj_turkmen;Idilian;;;;;;;;;;;;;x
c_itil_adj_tuscan;Atelian;;;;;;;;;;;;;x
c_itil_adj_uyghur;Ejilian;;;;;;;;;;;;;x
c_itil_adj_venetian;Atelian;;;;;;;;;;;;;x
c_itil_adj_zanata;Atilian;;;;;;;;;;;;;x
c_jacwiez_adj;Navhrudka;;;;;;;;;;;;;x
c_jaen_adj;Jienense;;;;;;;;;;;;;x
c_jafara_adj;Jafaran;;;;;;;;;;;;;x
c_jafara_adj_greek;Abrotonan;Abrotonon;;;;;;;;;;;;x
c_jafara_adj_roman;Abrotonan;Abrotonum;;;;;;;;;;;;x
c_jaffa_adj_greek;Ioppan;Ioppa;;;;;;;;;;;;x
c_jamtland_adj;Jamtalandr;;;;;;;;;;;;;x
c_jand_adj;Jandi;;;;;;;;;;;;;x
c_jarva_adj;Järvia;;;;;;;;;;;;;x
c_jask_adj;Jaski;;;;;;;;;;;;;x
c_javakheti_adj;Javakhetian;Javakheti;;;;;;;;;;;;x
c_javakheti_adj_oghuz;Ahilhelekan;Ahilhelek;;;;;;;;;;;;x
c_javakheti_adj_turkish;Ahilhelekan;Ahilhelek;;;;;;;;;;;;x
c_javakheti_adj_turkmen;Ahilhelekan;Ahilhelek;;;;;;;;;;;;x
c_jeriska_adj;Jeriskaian;;;;;;;;;;;;;x
c_jersey_adj;Îles d'la Manche;;;;;;;;;;;;;x
c_jerusalem_adj_andalusian_arabic;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_bedouin_arabic;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_egyptian_arabic;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_greek;Hierosolyman;Hierosolyma;;;;;;;;;;;;x
c_jerusalem_adj_levantine_arabic;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_maghreb_arabic;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_masmuda;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_oghuz;Küdüsi;Küdüs;;;;;;;;;;;;x
c_jerusalem_adj_sanhaja;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_sicilian_arabic;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_tagelmust;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_tuareg;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jerusalem_adj_turkish;Küdüsi;Küdüs;;;;;;;;;;;;x
c_jerusalem_adj_turkmen;Küdüsi;Küdüs;;;;;;;;;;;;x
c_jerusalem_adj_zanata;Qudsian;Al-Quds;;;;;;;;;;;;x
c_jiqeti_adj;Jiqetian;;;;;;;;;;;;;x
c_jiruft_adj;Jirufti;;;;;;;;;;;;;x
c_julich_adj;Jülicher;;;;;;;;;;;;;x
c_jylland_adj;Abosysælr;;;;;;;;;;;;;x
c_kadom_adj;Kadomian;;;;;;;;;;;;;x
c_kafirkot_adj;Kafirkoti;;;;;;;;;;;;;x
c_kafrtab_adj;Kafr-Taban;;;;;;;;;;;;;x
c_kafrtab_adj_frankish;La Marran;La Marre;;;;;;;;;;;;x
c_kafrtab_adj_greek;Arran;Arra;;;;;;;;;;;;x
c_kafrtab_adj_norman;La Marran;La Marre;;;;;;;;;;;;x
c_kagha_adj;Kaghi;;;;;;;;;;;;;x
c_kairwan_adj;Qayrawání;;;;;;;;;;;;;x
c_kairwan_adj_greek;Thysdrian;Thysdrus;;;;;;;;;;;;x
c_kairwan_adj_roman;Thysdrian;Thysdrus;;;;;;;;;;;;x
c_kaisereia_adj_armenian;Gesarian;Gesaria;;;;;;;;;;;;x
c_kaisereia_adj_frankish;Césaréan;Césarée;;;;;;;;;;;;x
c_kaisereia_adj_norman;Césaréan;Césarée;;;;;;;;;;;;x
c_kaisereia_adj_oghuz;Kayseriyyan;Kayseriyye;;;;;;;;;;;;x
c_kaisereia_adj_turkish;Kayseriyyan;Kayseriyye;;;;;;;;;;;;x
c_kaisereia_adj_turkmen;Kayseriyyan;Kayseriyye;;;;;;;;;;;;x
c_kaisun_adj;Kaisunan;Kaisun;;;;;;;;;;;;x
c_kaisun_adj_andalusian_arabic;Kaisuman;Kaisum;;;;;;;;;;;;x
c_kaisun_adj_bedouin_arabic;Kaisuman;Kaisum;;;;;;;;;;;;x
c_kaisun_adj_egyptian_arabic;Kaisuman;Kaisum;;;;;;;;;;;;x
c_kaisun_adj_greek;Kaisonan;Kaison;;;;;;;;;;;;x
c_kaisun_adj_levantine_arabic;Kaisuman;Kaisum;;;;;;;;;;;;x
c_kaisun_adj_maghreb_arabic;Kaisuman;Kaisum;;;;;;;;;;;;x
c_kaisun_adj_sicilian_arabic;Kaisuman;Kaisum;;;;;;;;;;;;x
c_kala_adj;Kalí;;;;;;;;;;;;;x
c_kaliopolis_adj_oghuz;Gelibolan;Gelibolu;;;;;;;;;;;;x
c_kaliopolis_adj_turkish;Gelibolan;Gelibolu;;;;;;;;;;;;x
c_kaliopolis_adj_turkmen;Gelibolan;Gelibolu;;;;;;;;;;;;x
c_kaliskie_adj;Kaliszian;;;;;;;;;;;;;x
c_kalpi_adj;Kalpi;;;;;;;;;;;;;x
c_kaneia_adj;Chaneian;Chaneia;;;;;;;;;;;;x
c_kaneia_adj_andalusian_arabic;Hanimian;Hanim;;;;;;;;;;;;x
c_kaneia_adj_bedouin_arabic;Hanimian;Hanim;;;;;;;;;;;;x
c_kaneia_adj_central_italian;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_corsican;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_dalmatian;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_egyptian_arabic;Hanimian;Hanim;;;;;;;;;;;;x
c_kaneia_adj_italian;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_levantine_arabic;Hanimian;Hanim;;;;;;;;;;;;x
c_kaneia_adj_ligurian;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_maghreb_arabic;Hanimian;Hanim;;;;;;;;;;;;x
c_kaneia_adj_neapolitan;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_oghuz;Hanyan;Hanya;;;;;;;;;;;;x
c_kaneia_adj_sardinian;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_sicilian;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_southern_italian;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_turkish;Hanyan;Hanya;;;;;;;;;;;;x
c_kaneia_adj_turkmen;Hanyan;Hanya;;;;;;;;;;;;x
c_kaneia_adj_tuscan;Canean;Canea;;;;;;;;;;;;x
c_kaneia_adj_venetian;Canean;Canea;;;;;;;;;;;;x
c_kanem_adj;Kanemian;;;;;;;;;;;;;x
c_kano_adj;Kano;;;;;;;;;;;;;x
c_karachev_adj;Karachevian;;;;;;;;;;;;;x
c_karasu_adj;Balkhani;;;;;;;;;;;;;x
c_karelen_adj;Karelenian;;;;;;;;;;;;;x
c_karin_adj;Derdjani;Derdjan;;;;;;;;;;;;x
c_karin_adj_andalusian_arabic;Arzinjani;Arzinjan;;;;;;;;;;;;x
c_karin_adj_bedouin_arabic;Arzinjani;Arzinjan;;;;;;;;;;;;x
c_karin_adj_egyptian_arabic;Arzinjani;Arzinjan;;;;;;;;;;;;x
c_karin_adj_greek;Keltzeni;Keltzene;;;;;;;;;;;;x
c_karin_adj_kurdish;Ezirgani;Ezirgan;;;;;;;;;;;;x
c_karin_adj_levantine_arabic;Arzinjani;Arzinjan;;;;;;;;;;;;x
c_karin_adj_maghreb_arabic;Arzinjani;Arzinjan;;;;;;;;;;;;x
c_karin_adj_oghuz;Erzincani;Erzincan;;;;;;;;;;;;x
c_karin_adj_sicilian_arabic;Arzinjani;Arzinjan;;;;;;;;;;;;x
c_karin_adj_turkish;Erzincani;Erzincan;;;;;;;;;;;;x
c_karin_adj_turkmen;Erzincani;Erzincan;;;;;;;;;;;;x
c_karnten_adj;Carinthian;;;;;;;;;;;;;x
c_karor_adj;Karori;;;;;;;;;;;;;x
c_karur_adj;Karuri;;;;;;;;;;;;;x
c_karvuna_adj;Karvunan;Karvuna;;;;;;;;;;;;x
c_karvuna_adj_alan;Krounoian;Krounoi;;;;;;;;;;;;x
c_karvuna_adj_arberian;Krounoian;Krounoi;;;;;;;;;;;;x
c_karvuna_adj_armenian;Krounoian;Krounoi;;;;;;;;;;;;x
c_karvuna_adj_georgian;Krounoian;Krounoi;;;;;;;;;;;;x
c_karvuna_adj_greek;Krounoian;Krounoi;;;;;;;;;;;;x
c_karvuna_adj_oghuz;Balçikian;Balçik;;;;;;;;;;;;x
c_karvuna_adj_turkish;Balçikian;Balçik;;;;;;;;;;;;x
c_karvuna_adj_turkmen;Balçikian;Balçik;;;;;;;;;;;;x
c_kasogs_adj;Cherkezian;Cherkezistan;Cherkezistan;;Cherkezistan;;;;;;;;;x
c_kasogs_adj_alan;Kæsægian;;;;;;;;;;;;;x
c_kasogs_adj_andalusian_arabic;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_arberian;Kasachian;;;;;;;;;;;;;x
c_kasogs_adj_armenian;Kashian;;;;;;;;;;;;;x
c_kasogs_adj_arpitan;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_bedouin_arabic;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_bohemian;Kassogiean;Kassogie;Kassogie;;Kassogie;;;;;;;;;x
c_kasogs_adj_bosnian;Kassogian;Kassogia;Kassogia;;Kassogia;;;;;;;;;x
c_kasogs_adj_bulgarian;Kassogian;Kassogia;Kassogia;;Kassogia;;;;;;;;;x
c_kasogs_adj_carantanian;Kassogian;Kassogia;Kassogia;;Kassogia;;;;;;;;;x
c_kasogs_adj_central_italian;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_corsican;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_crimean_gothic;Kasachian;;;;;;;;;;;;;x
c_kasogs_adj_croatian;Kassogian;Kassogia;Kassogia;;Kassogia;;;;;;;;;x
c_kasogs_adj_dalmatian;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_egyptian_arabic;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_english;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_frankish;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_georgian;K'ašaget'ian;;;;;;;;;;;;;x
c_kasogs_adj_greek;Kasachian;;;;;;;;;;;;;x
c_kasogs_adj_italian;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_khitan;Tcherkezian;;;;;;;;;;;;;x
c_kasogs_adj_kirghiz;Tcherkezian;;;;;;;;;;;;;x
c_kasogs_adj_levantine_arabic;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_ligurian;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_maghreb_arabic;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_masmuda;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_mongol;Tcherkezian;;;;;;;;;;;;;x
c_kasogs_adj_slovieni;Kassogiean;Kassogie;Kassogie;;Kassogie;;;;;;;;;x
c_kasogs_adj_neapolitan;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_occitan;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_polish;Kassogian;Kassogia;Kassogia;;Kassogia;;;;;;;;;x
c_kasogs_adj_pommeranian;Kassogian;Kassogia;Kassogia;;Kassogia;;;;;;;;;x
c_kasogs_adj_roman;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_romanian;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_russian;Kassogian;;;;;;;;;;;;;x
c_kasogs_adj_sanhaja;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_sardinian;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_serbian;Kassogian;Kassogia;Kassogia;;Kassogia;;;;;;;;;x
c_kasogs_adj_sicilian;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_sicilian_arabic;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_southern_italian;Cherkis;;;;;;;;;;;;;x
c_kasogs_adj_tagelmust;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_tuareg;Sircasaan;;;;;;;;;;;;;x
c_kasogs_adj_tuscan;Cherkis;;;;;;;;;;;;;x
